Company Name,BAN,Substance Abuse,LCSW,LPC,MFT,LMSW,PLPC,Psychiatric Nurse Practitioner,Psychiatrist,Psychologist,Alcohol and Substance Abuse,Anger Management,Child/Adolescent,Domestic Violence,Faith Based,Family/Marriage,General Mental Health,Post Traumatic Stress,Sexual Assault,Suicide Prevention,Traumatic Brain Injury,Website,Phone Number,Zip Code,Country ,TRICARE,Military Culture,Admin Notes,Location 1,Suite No.
"Raymond Reeves, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,http://www.fccinc.org/,5736514177,63703,United States,No,"Not yet, but I would like to work with the military community",,"20 South Sprigg Street
Cape Girardeau, Missouri 63703
(37.303819, -89.527035)",
"Recovery Lighthouse, Inc.",No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.recoverylighthouse.org,6604292222,64093,United States,No,"Not yet, but I would like to work with the military community",,"107 East Culton Street
Warrensburg, Missouri 64093
(38.764123, -93.740188)",
Reichert Counseling Group,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,5737671212,63457,United States,No,"Not yet, but I would like to work with the military community",,"105 E Lafayette
Monticello, Missouri 63457
(40.118697, -91.71217)",
ReignHeart Counseling (In Home Counseling Available),No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,http://www.rhaofhope.org,6363666543,63301,United States,No,"Not yet, but I would like to work with the military community",,"2250 W. Clay
St. Charles, Missouri 63301
(38.783598, -90.507911)",Suite 255
ReignHeart Counseling (In Home Counseling Available),No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,http://www.rhaofhope.org,6363666543,65714,United States,No,"Not yet, but I would like to work with the military community",,"Nixa, Missouri 65714
(37.042643, -93.311019)",
"Renewed Mental Health, LLC",No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.renewedmentalhealth.com,4176260212,64801,United States,Yes,"Not yet, but I would like to work with the military community",,"212 1/2 W 5th Street
Joplin, Missouri 64801
(37.086735, -94.51449)",Suite 212
Resilience Counseling,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,http://therapists.psychologytoday.com/197198,9133254602,64152,United States,No,"Not yet, but I would like to work with the military community",,"8341 NW Mace Rd
Kansas City, Missouri 64152
(39.246688, -94.682402)",
"Riesmeyer Counseling Services, LLC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,http://www.riesmeyercounseling.com,3143032937,63131,United States,No,"Not yet, but I would like to work with the military community",,"13354 Manchester Road
St. Louis, Missouri 63131
(38.600531, -90.466799)",Suite 220
"Robert Lefebvre, LCSW",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,,5739866191,63701,United States,No,"Not yet, but I would like to work with the military community",,"1 University Plaza
Cape Girardeau, Missouri 63701
(37.315375, -89.525351)",
"Rodney Clossum, LPC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,,3149714714,63122,United States,No,"Not yet, but I would like to work with the military community",,"629 Clemons Court
St. Louis, Missouri 63122
(38.589851, -90.419395)",
"Rodney Clossum, LPC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,,3149714714,63301,United States,No,"Not yet, but I would like to work with the military community",,"1360 South Fifth Street
St. Louis, Missouri 63301
(38.770854, -90.492966)",
"Rono Bowyer, LCSW",No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,http://www.freemanhealth.com,4173477860,64804,United States,Yes,"Not yet, but I would like to work with the military community",,"1949 Snowberry Lane
Joplin, Missouri 64804
(37.071738, -94.592392)",
Rural Mental Health Services,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.ruralmentalhealthservices.com,4179242059,65704,United States,No,"Not yet, but I would like to work with the military community",,"812 North Hwy 5
Mansfield, Missouri 65704
(37.127012, -92.573053)",
"Ruth Ridenhour, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,5735786479,65542,United States,No,"Not yet, but I would like to work with the military community",,"20005 Hwy CC
Licking, Missouri 65542
(37.583881, -91.782695)",
"Sac River Counseling, Inc",No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://sacriver.net,4176371476,65661,United States,Yes,"Not yet, but I would like to work with the military community",,"406 West College Street
Greenfield, Missouri 65661
(37.41574, -93.841485)",Suite 2
"Samantha Graham-Douglas, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,6363586021,63379,United States,Yes,"Not yet, but I would like to work with the military community",,"681 South Lincoln Dr
Troy, Missouri 63379
(38.964687, -90.956637)",Suite 3
"Sandy Bookmeyer, LPC",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,8165096821,64015,United States,No,"Not yet, but I would like to work with the military community",,"1930 NW Copper Oaks Circle
Blue Springs, Missouri 64015
(39.029888, -94.28685)",
Sandy Dozier,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.addictionawarenessllc.com,8167494060,64506,United States,Yes,"Not yet, but I would like to work with the military community",,"3442 Ashland Ave
St. Joseph, Missouri 64506
(39.800869, -94.816164)",
Scott A. Maid Behavioral Health Center,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,8168445777,64030,United States,No,"Yes, I have training in military culture",,"708 Main Street
Grandview, Missouri 64030
(38.889474, -94.53691)",Suite 103
"Seth Jackson, LCSW",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,http://lafayettehouse.org/,4177821772,64804,United States,No,"Not yet, but I would like to work with the military community",,"1822 Conner
Joplin, Missouri 64804
(37.071838, -94.523127)",
"Shari Boxdorfer, LPC",No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,http://www.newvisioncounseling.com,5733343486,63701,United States,No,"Not yet, but I would like to work with the military community",,"1615 Bessie Street
Cape Girardeau, Missouri 63701
(37.309543, -89.540641)",
Solid Rock Christian Counseling,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,http://www.solidrockchristiancounseling,5737850333,63901,United States,Yes,"Yes, I have training in military culture",,"2725 N Westood
Poplar Bluff, Missouri 63901
(36.785429, -90.429277)",Suite 5A
"Solutions Counseling & Coaching, LLC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://solutionshelp4u.com,4175989155,65616,United States,No,"Not yet, but I would like to work with the military community",,"333 Corporate Place
Branson, Missouri 65616
(36.687682, -93.217838)",Suite K
Southeast Missouri Behavioral Health,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,http://semobh.org,3149608639,63628,United States,No,"Yes, I have training in military culture",,"1010 West Columbia
Farmington, Missouri 63628
(37.775501, -90.434904)",
Southeast Missouri Behavioral Health,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,http://www.semobh.org,5733648511,65401,United States,No,"Not yet, but I would like to work with the military community",,"1051 Kingshighway
Rolla, Missouri 65401
(37.944251, -91.785634)",Suite 5
Southeast Missouri Behavioral Health,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.semobh.org,5734313341,63601,United States,No,"Not yet, but I would like to work with the military community",,"512 East Main Street
Park Hills, Missouri 63601
(37.845524, -90.507607)",
Spring Grove Counseling,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://springgrovecounseling.com,5732893090,65101,United States,Yes,"Not yet, but I would like to work with the military community",,"211 Oscar Drive
Jefferson City, Missouri 65101
(38.559743, -92.18834)",Suite A
SSM Dupaul Health Center,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,3143447880,63044,United States,Yes,"Not yet, but I would like to work with the military community",,"12255 De Paul Drive
Bridgeton, Missouri 63044
(38.755058, -90.434087)",Suite 250
St. Charles (OFallon) VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,3142866988,63368,United States,Yes,"Yes, I have training in military culture",,"844 Waterbury Falls Drive
O'Fallon, Missouri 63368
(38.720876, -90.696998)",
St. Patrick Center,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,,3148020670,63101,United States,No,"Not yet, but I would like to work with the military community",,"800 N. Tucker
St. Louis, Missouri 63101
(38.633758, -90.1959)",
Swope Health Services-Imani House,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,http://swopehealthservices.org,8169292600,64130,United States,No,"Not yet, but I would like to work with the military community",,"3950 E. 51st Street
Kansas City, Missouri 64130
(39.033163, -94.539864)",
Synergy Counseling Services,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,http://www.marvinmiller.org,3143829318,63136,United States,No,"Not yet, but I would like to work with the military community",,"2870 Netherton Drive
St. Louis, Missouri 63136
(38.774438, -90.268455)",
Tailored Counseling,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.counselor4u.org/,8166176259,64429,United States,No,"Not yet, but I would like to work with the military community",,"611 W 4th Street
Cameron, Missouri 64429
(39.742827, -94.245241)",
Tailored Counseling,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.counselor4u.org/,8166176259,64506,United States,No,"Not yet, but I would like to work with the military community",,"3801 Oakland Ave
St. Joseph, Missouri 64506
(39.783288, -94.800501)",Suite 110
"Tara Huber, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,5732212111,63401,United States,No,"Not yet, but I would like to work with the military community",,"1221 Market St.
Hannibal, Missouri 63401
(39.704669, -91.367558)",
"Teresa Schroeder, LLC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,,3144950585,63118,United States,No,"Yes, I have training in military culture",,"3407 S. Jefferson
St. Louis, Missouri 63118
(38.593135, -90.225497)",
"Teresa Schroeder, LLC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,,3144950585,63017,United States,No,"Yes, I have training in military culture",,"106 Four Seasons Center
Chesterfield, Missouri 63017
(38.678979, -90.502887)",Suite 103B
"The Center for Healing & Recovery, LLC",No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.HealingandRecoveryKC.com,8163682000,64068,United States,Yes,"Yes, I have training in military culture",,"1524 NE 96th St
Liberty, Missouri 64068
(39.26657, -94.454621)",Suite C
"The Center for Healing & Recovery, LLC",No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.HealingandRecoveryKC.com,8163682000,64113,United States,Yes,"Yes, I have training in military culture",,"8801 E. 63rd St
Raytown, Missouri 64113
(39.009534, -94.481665)",Suite 101
The Center for Hope and Healing,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,6362195432,63301,United States,No,"Not yet, but I would like to work with the military community",,"608 Jefferson Street
St. Charles, Missouri 63301
(38.783596, -90.488733)",Suite 2A
The Lighthouse Counseling Center,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://thelighthouse123.com,6602699577,65270,United States,No,"Not yet, but I would like to work with the military community",,"510 South Morley
Moberly, Missouri 65270
(39.413441, -92.433834)",
Therapeutic Alliance,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,3144541050,63108,United States,No,"Not yet, but I would like to work with the military community",,"5261 Delmar
St. Louis, Missouri 63108
(38.652525, -90.272368)",Suite 214
The Rehabilitation Institute of Kansas City,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,http://www.rehabkc.org,8167517732,64108,United States,Yes,"Not yet, but I would like to work with the military community",,"3011 Baltimore
Kansas City, Missouri 64108
(39.071894, -94.586556)",
"Theresa Eschmann, LPC",No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,http://theresaeschmann.com/,3145664243,63129,United States,Yes,"Yes, I have training in military culture",,"807 Collins Rd
Festus, Missouri 63129
(38.212596, -90.412324)",
"Theresa Eschmann, LPC",No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,http://theresaeschmann.com/,3145664243,63129,United States,Yes,"Yes, I have training in military culture",,"4171 Crescent Dr
St. Louis, Missouri 63129
(38.508029, -90.335126)",Suite 104
The Robert J. Murney Clinic at Forest Institute,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.murneyclinic.org/counseling/providers.html,4178658943,65807,United States,No,"Not yet, but I would like to work with the military community",,"1322 South Campbell Avenue
Springfield, Missouri 65807
(37.190962, -93.294717)",
The Wild Therapist,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,http://margarethowardtherapist.com,3142256128,63310,United States,No,"Yes, I have served in the military",,"5232 Daggett Ave
St. Louis, Missouri 63310
(38.61693, -90.273698)",
"Thomas Murphy, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,5737744198,65583,United States,Yes,"Not yet, but I would like to work with the military community",,"413 Historic 66 West
Waynesville, Missouri 65583
(37.824922, -92.21029)",
Thomas Pinner,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,,3144401132,63057,United States,No,"Not yet, but I would like to work with the military community",,"1 Liguori Dr
Liguori, Missouri 63057
(38.342126, -90.409507)",
"Tilghman Feeler, LPC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,5734712070,63801,United States,No,"Yes, I have served in the military",,"319 Moore St
Sikeston, Missouri 63801
(36.880664, -89.58338)",
"T Michael Henderson, MS, LPC Counseling, Consultation & Domestic/Family Mediation",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,8168417772,64153,United States,Yes,"Not yet, but I would like to work with the military community",,"7280 NW 87th Terrace
Kansas City, Missouri 64153
(39.253334, -94.663645)",Ste 210 
"Tobias Simers, LPC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,6364866250,63040,United States,No,"Not yet, but I would like to work with the military community",,"2646 Hwy 109
Wildwood, Missouri 63040
(38.574655, -90.64508)",Suite 212
"Traci Smith, LPC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,http://www.tracismithlpc.webs.com,8169220202,64155,United States,No,"Not yet, but I would like to work with the military community",,"32 Westwoods Drive
Liberty, Missouri 64155
(39.246731, -94.436274)",
Tranquil Waters Counseling & Wellness,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,http://www.tranquilwcw.com,4178818890,65807,United States,No,"Not yet, but I would like to work with the military community",,"2146 W. Chesterfield Blvd
Springfield, Missouri 65807
(37.145442, -93.322095)",Suite E202
Treatment Center for Healing and Recovery,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,http://healingandrecoverykc.com/,8164071887,64068,United States,Yes,"Not yet, but I would like to work with the military community",,"1524 NE 96th St
Liberty, Missouri 64068
(39.26657, -94.454621)",Suite C
Treatment Center for Healing and Recovery,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,http://healingandrecoverykc.com/,8164071887,64133,United States,Yes,"Not yet, but I would like to work with the military community",,"8801 E 63rd Street
Raytown, Missouri 64133
(39.010484, -94.481482)",Suite 101
Truman Behavioral Health Recovery Health Services,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,http://www.trumed.org,8164045844,64127,United States,Yes,"Not yet, but I would like to work with the military community",,"1730 Prospect Ave.
Kansas City, Missouri 64127
(39.09163, -94.55178)",Suite 300
Truman Medical Center-Behavioral Health,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.trumed.org,8164045797,64151,United States,Yes,"Yes, I have training in military culture",,"300 W. 19th Terrace
Kansas City, Missouri 64151
(39.090119, -94.587462)",
"Tynes and Associates, LLC",No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,4178409714,65804,United States,Yes,"Not yet, but I would like to work with the military community",,"2021 S Waverly
Springfield, Missouri 65804
(37.177373, -93.264373)",Suite 700
Understanding Minds Psychological Services,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,http://www.understandingmindsstl.com/,3147291200,63123,United States,Yes,"Yes, I have training in military culture",,"11144 Tesson Ferry Road
St. Louis, Missouri 63123
(38.526659, -90.351663)",Suite 200
University of Missouri Health System,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,,5738837407,63670,United States,Yes,"Not yet, but I would like to work with the military community",,"820 Park Drive
Sainte Genevieve, Missouri 63670
(37.971035, -90.051705)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.columbiamo.va.gov/locations/Sedalia.asp,5738146486,65301,United States,Yes,"Yes, I have training in military culture",,"3320 West 10th Street
Sedalia, Missouri 65301
(38.703965, -93.27077)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,3142866988,63368,United States,Yes,"Yes, I have training in military culture",,"844 Waterbury Falls Drive
O'Fallon, Missouri 63368
(38.720876, -90.696998)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,4172432300,65616,United States,Yes,"Yes, I have training in military culture",,"5571 North Gretna Rd
Branson, Missouri 65616
(36.664654, -93.251822)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.columbiamo.va.gov/locations/Mexico.asp,5735819630,65265,United States,Yes,"Yes, I have training in military culture",,"1 Veterans Drive
Mexico, Missouri 65265
(39.183157, -91.877494)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://www.kansascity.va.gov/locations/Belton_CBOC.asp,8169221612,64012,United States,Yes,"Yes, I have training in military culture",,"17140 Bel-Ray Pl.
Belton, Missouri 64012
(38.81127, -94.49915)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,3142866988,63033,United States,Yes,"Yes, I have training in military culture",,"6854 Parker Road
Florissant, Missouri 63033
(38.796197, -90.234152)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.columbiamo.va.gov/locations/Fort_Leonard_Wood.asp,5738146486,65583,United States,Yes,"Yes, I have training in military culture",,"700 Gw Ln
Waynesville, Missouri 65583
(37.808748, -92.216276)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.poplarbluff.va.gov/locations/CapeGirardeau.asp,5733390909,63701,United States,Yes,"Yes, I have training in military culture",,"3051 William St.
Cape Girardeau, Missouri 63701
(37.30096, -89.571084)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.kansascity.va.gov/locations/Nevada_CBOC.asp,4174488905,64772,United States,Yes,"Yes, I have training in military culture",,"322 South Prewitt
Nevada, Missouri 64772
(37.836604, -94.376131)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.kansascity.va.gov/locations/Excelsior_Springs_CBOC.asp,8169222970,64024,United States,Yes,"Yes, I have training in military culture",,"197 McCleary Rd
Excelsior Springs, Missouri 64024
(39.331546, -94.263226)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.kansascity.va.gov/locations/Cameron_CBOC.asp,8169222500 ext 54251,64429,United States,Yes,"Yes, I have training in military culture",,"1111 Euclid Dr.
Cameron, Missouri 64429
(39.735482, -94.250909)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,4174664000,65712,United States,Yes,"Yes, I have training in military culture",,"600 N. Main
Mt. Vernon, Missouri 65712
(37.111426, -93.818913)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,http://www2.va.gov/directory/guide/facility.asp?id=6294&dnum=ALL,5738146486,65706,United States,Yes,"Yes, I have training in military culture",,"1240 Banning Street
Marshfield, Missouri 65706
(37.347175, -92.924291)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.poplarbluff.va.gov/locations/farmington.asp,5737601365,63640,United States,Yes,"Yes, I have training in military culture",,"1580 W. Columbia St.
Farmington, Missouri 63640
(37.772985, -90.441864)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,3142897950,63090,United States,Yes,"Yes, I have training in military culture",,"1627 Aroy Drive
Washington, Missouri 63090
(38.539307, -90.993197)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.columbiamo.va.gov/locations/Saint_James.asp,5738146486,,United States,Yes,"Yes, I have training in military culture",,"620 N. Jefferson
St. James, Missouri 65559-1999
(38.00257, -91.617568)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.kansascity.va.gov/locations/Warrensburg_CBOC.asp,8169222500 ext 54281,64093,United States,Yes,"Yes, I have training in military culture",,"1300 Veterans Drive
Warrensburg, Missouri 64093
(38.780978, -93.705081)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,5738146486,65065,United States,Yes,"Yes, I have training in military culture",,"940 Executive Drive
Osage Beach, Missouri 65065
(38.094568, -92.683978)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,8009528387 ext 56925,64506,United States,Yes,"Yes, I have training in military culture",,"3302 S. Belt Hwy
St. Joseph, Missouri 64506
(39.735335, -94.801104)",Suite P
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.poplarbluff.va.gov/locations/WestPlains.asp,4172572454,65775,United States,Yes,"Yes, I have training in military culture",,"1801 E. State Route K
West Plains, Missouri 65775
(36.725773, -91.877421)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.poplarbluff.va.gov/locations/sikeston.asp,5734722139,63801,United States,Yes,"Yes, I have training in military culture",,"903 South Kingshighway
Sikeston, Missouri 63801
(36.867666, -89.585117)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.columbiamo.va.gov/locations/Jefferson_City.asp,5738146486,65109,United States,Yes,"Yes, I have training in military culture",,"2707 W. Edgewood Dr
Jefferson City, Missouri 65109
(38.57196, -92.223996)",
VA Community Based Outpatient Clinic (CBOC),No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.columbiamo.va.gov/locations/Kirksville.asp,5738146486,63501,United States,Yes,"Yes, I have training in military culture",,"1510 North Crown Drive
Kirksville, Missouri 63501
(40.206976, -92.573942)",
Vet Center (Columbia),No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,,5738146206,65202,United States,Yes,"Yes, I have training in military culture",,"4040 Rangeline St
Columbia, Missouri 65202
(38.991274, -92.323771)",
Vet Center (Kansas City),No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,,8167531866,64112,United States,Yes,"Yes, I have training in military culture",,"4800 Main Street
Kansas City, Missouri 64112
(39.038976, -94.587133)",
Vet Center (Springfield),No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,http://www.va.gov/directory/guide/facility.asp?ID=5914,4178814197,65807,United States,Yes,"Yes, I have training in military culture",,"3616 S. Campbell
Springfield, Missouri 65807
(37.148264, -93.295888)",
Vet Center (St. Louis),No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,,3145315355,63103,United States,Yes,"Yes, I have training in military culture",,"2901 Olive
St. Louis, Missouri 63103
(38.634408, -90.220185)",
